SLNO,Problem,Difficulty
3063,3063. Linked List Frequency,Easy
3064,3064. Guess the Number Using Bitwise Questions I,Med.
3065,3065. Minimum Operations to Exceed Threshold Value I,Easy
3066,3066. Minimum Operations to Exceed Threshold Value II,Med.
3067,3067. Count Pairs of Connectable Servers in a Weighted Tree Network,Med.
3068,3068. Find the Maximum Sum of Node Values,Hard
3069,3069. Distribute Elements Into Two Arrays I,Easy
3070,3070. Count Submatrices with Top-Left Element and Sum Less Than k,Med.
3071,3071. Minimum Operations to Write the Letter Y on a Grid,Med.
3072,3072. Distribute Elements Into Two Arrays II,Hard
3073,3073. Maximum Increasing Triplet Value,Med.
3074,3074. Apple Redistribution into Boxes,Easy
3075,3075. Maximize Happiness of Selected Children,Med.
3076,3076. Shortest Uncommon Substring in an Array,Med.
3077,3077. Maximum Strength of K Disjoint Subarrays,Hard
3078,3078. Match Alphanumerical Pattern in Matrix I,Med.
3079,3079. Find the Sum of Encrypted Integers,Easy
3080,3080. Mark Elements on Array by Performing Queries,Med.
3081,3081. Replace Question Marks in String to Minimize Its Value,Med.
3082,3082. Find the Sum of the Power of All Subsequences,Hard
3083,3083. Existence of a Substring in a String and Its Reverse,Easy
3084,3084. Count Substrings Starting and Ending with Given Character,Med.
3085,3085. Minimum Deletions to Make String K-Special,Med.
3086,3086. Minimum Moves to Pick K Ones,Hard
3087,3087. Find Trending Hashtags,Med.
3088,3088. Make String Anti-palindrome,Hard
3089,3089. Find Bursty Behavior,Med.
3090,3090. Maximum Length Substring With Two Occurrences,Easy
3091,3091. Apply Operations to Make Sum of Array Greater Than or Equal to k,Med.
3092,3092. Most Frequent IDs,Med.
3093,3093. Longest Common Suffix Queries,Hard
3094,3094. Guess the Number Using Bitwise Questions II,Med.
3095,3095. Shortest Subarray With OR at Least K I,Easy
3096,3096. Minimum Levels to Gain More Points,Med.
3097,3097. Shortest Subarray With OR at Least K II,Med.
3098,3098. Find the Sum of Subsequence Powers,Hard
3099,3099. Harshad Number,Easy
3100,3100. Water Bottles II,Med.
3101,3101. Count Alternating Subarrays,Med.
3102,3102. Minimize Manhattan Distances,Hard
3103,3103. Find Trending Hashtags II,Hard
3104,3104. Find Longest Self-Contained Substring,Hard
3105,3105. Longest Strictly Increasing or Strictly Decreasing Subarray,Easy
3106,3106. Lexicographically Smallest String After Operations With Constraint,Med.
3107,3107. Minimum Operations to Make Median of Array Equal to K,Med.
3108,3108. Minimum Cost Walk in Weighted Graph,Hard
3109,3109. Find the Index of Permutation,Med.
3110,3110. Score of a String,Easy
3111,3111. Minimum Rectangles to Cover Points,Med.
3112,3112. Minimum Time to Visit Disappearing Nodes,Med.
3113,3113. Find the Number of Subarrays Where Boundary Elements Are Maximum,Hard
3114,3114. Latest Time You Can Obtain After Replacing Characters,Easy
3115,3115. Maximum Prime Difference,Med.
3116,3116. Kth Smallest Amount With Single Denomination Combination,Hard
3117,3117. Minimum Sum of Values by Dividing Array,Hard
3118,3118. Friday Purchase III,Med.
3119,3119. Maximum Number of Potholes That Can Be Fixed,Med.
3120,3120. Count the Number of Special Characters I,Easy
3121,3121. Count the Number of Special Characters II,Med.
3122,3122. Minimum Number of Operations to Satisfy Conditions,Med.
3123,3123. Find Edges in Shortest Paths,Hard
3124,3124. Find Longest Calls,Med.
3125,3125. Maximum Number That Makes Result of Bitwise AND Zero,Med.
3126,3126. Server Utilization Time,Med.
3127,3127. Make a Square with the Same Color,Easy
3128,3128. Right Triangles,Med.
3129,3129. Find All Possible Stable Binary Arrays I,Med.
3130,3130. Find All Possible Stable Binary Arrays II,Hard
3131,3131. Find the Integer Added to Array I,Easy
3132,3132. Find the Integer Added to Array II,Med.
3133,3133. Minimum Array End,Med.
3134,3134. Find the Median of the Uniqueness Array,Hard
3135,3135. Equalize Strings by Adding or Removing Characters at Ends,Med.
3136,3136. Valid Word,Easy
3137,3137. Minimum Number of Operations to Make Word K-Periodic,Med.
3138,3138. Minimum Length of Anagram Concatenation,Med.
3139,3139. Minimum Cost to Equalize Array,Hard
3140,3140. Consecutive Available Seats II,Med.
3141,3141. Maximum Hamming Distances,Hard
3142,3142. Check if Grid Satisfies Conditions,Easy
3143,3143. Maximum Points Inside the Square,Med.
3144,3144. Minimum Substring Partition of Equal Character Frequency,Med.
3145,3145. Find Products of Elements of Big Array,Hard
3146,3146. Permutation Difference between Two Strings,Easy
3147,3147. Taking Maximum Energy From the Mystic Dungeon,Med.
3148,3148. Maximum Difference Score in a Grid,Med.
3149,3149. Find the Minimum Cost Array Permutation,Hard
3150,3150. Invalid Tweets II,Easy
3151,3151. Special Array I,Easy
3152,3152. Special Array II,Med.
3153,3153. Sum of Digit Differences of All Pairs,Med.
3154,3154. Find Number of Ways to Reach the K-th Stair,Hard
3155,3155. Maximum Number of Upgradable Servers,Med.
3156,3156. Employee Task Duration and Concurrent Tasks,Hard
3157,3157. Find the Level of Tree with Minimum Sum,Med.
3158,3158. Find the XOR of Numbers Which Appear Twice,Easy
3159,3159. Find Occurrences of an Element in an Array,Med.
3160,3160. Find the Number of Distinct Colors Among the Balls,Med.
3161,3161. Block Placement Queries,Hard
3162,3162. Find the Number of Good Pairs I,Easy
3163,3163. String Compression III,Med.
3164,3164. Find the Number of Good Pairs II,Med.
3165,3165. Maximum Sum of Subsequence With Non-adjacent Elements,Hard
3166,3166. Calculate Parking Fees and Duration,Med.
3167,3167. Better Compression of String,Med.
3168,3168. Minimum Number of Chairs in a Waiting Room,Easy
3169,3169. Count Days Without Meetings,Med.
3170,3170. Lexicographically Minimum String After Removing Stars,Med.
3171,3171. Find Subarray With Bitwise OR Closest to K,Hard
3172,3172. Second Day Verification,Easy
3173,3173. Bitwise OR of Adjacent Elements,Easy
3174,3174. Clear Digits,Easy
3175,3175. Find The First Player to win K Games in a Row,Med.
3176,3176. Find the Maximum Length of a Good Subsequence I,Med.
3177,3177. Find the Maximum Length of a Good Subsequence II,Hard
3178,3178. Find the Child Who Has the Ball After K Seconds,Easy
3179,3179. Find the N-th Value After K Seconds,Med.
3180,3180. Maximum Total Reward Using Operations I,Med.
3181,3181. Maximum Total Reward Using Operations II,Hard
3182,3182. Find Top Scoring Students,Med.
3183,3183. The Number of Ways to Make the Sum,Med.
3184,3184. Count Pairs That Form a Complete Day I,Easy
3185,3185. Count Pairs That Form a Complete Day II,Med.
3186,3186. Maximum Total Damage With Spell Casting,Med.
3187,3187. Peaks in Array,Hard
3188,3188. Find Top Scoring Students II,Hard
3189,3189. Minimum Moves to Get a Peaceful Board,Med.
3190,3190. Find Minimum Operations to Make All Elements Divisible by Three,Easy
3191,3191. Minimum Operations to Make Binary Array Elements Equal to One I,Med.
3192,3192. Minimum Operations to Make Binary Array Elements Equal to One II,Med.
3193,3193. Count the Number of Inversions,Hard
3194,3194. Minimum Average of Smallest and Largest Elements,Easy
3195,3195. Find the Minimum Area to Cover All Ones I,Med.
3196,3196. Maximize Total Cost of Alternating Subarrays,Med.
3197,3197. Find the Minimum Area to Cover All Ones II,Hard
3198,3198. Find Cities in Each State,Easy
3199,3199. Count Triplets with Even XOR Set Bits I,Easy
3200,3200. Maximum Height of a Triangle,Easy
3201,3201. Find the Maximum Length of Valid Subsequence I,Med.
3202,3202. Find the Maximum Length of Valid Subsequence II,Med.
3203,3203. Find Minimum Diameter After Merging Two Trees,Hard
3204,3204. Bitwise User Permissions Analysis,Med.
3205,3205. Maximum Array Hopping Score I,Med.
3206,3206. Alternating Groups I,Easy
3207,3207. Maximum Points After Enemy Battles,Med.
3208,3208. Alternating Groups II,Med.
3209,3209. Number of Subarrays With AND Value of K,Hard
3210,3210. Find the Encrypted String,Easy
3211,3211. Generate Binary Strings Without Adjacent Zeros,Med.
3212,3212. Count Submatrices With Equal Frequency of X and Y,Med.
3213,3213. Construct String with Minimum Cost,Hard
3214,3214. Year on Year Growth Rate,Hard
3215,3215. Count Triplets with Even XOR Set Bits II,Med.
3216,3216. Lexicographically Smallest String After a Swap,Easy
3217,3217. Delete Nodes From Linked List Present in Array,Med.
3218,3218. Minimum Cost for Cutting Cake I,Med.
3219,3219. Minimum Cost for Cutting Cake II,Hard
3220,3220. Odd and Even Transactions,Med.
3221,3221. Maximum Array Hopping Score II,Med.
3222,3222. Find the Winning Player in Coin Game,Easy
3223,3223. Minimum Length of String After Operations,Med.
3224,3224. Minimum Array Changes to Make Differences Equal,Med.
3225,3225. Maximum Score From Grid Operations,Hard
3226,3226. Number of Bit Changes to Make Two Integers Equal,Easy
3227,3227. Vowels Game in a String,Med.
3228,3228. Maximum Number of Operations to Move Ones to the End,Med.
3229,3229. Minimum Operations to Make Array Equal to Target,Hard
3230,3230. Customer Purchasing Behavior Analysis,Med.
3231,3231. Minimum Number of Increasing Subsequence to Be Removed,Hard
3232,3232. Find if Digit Game Can Be Won,Easy
3233,3233. Find the Count of Numbers Which Are Not Special,Med.
3234,3234. Count the Number of Substrings With Dominant Ones,Med.
3235,3235. Check if the Rectangle Corner Is Reachable,Hard
3236,3236. CEO Subordinate Hierarchy,Hard
3237,3237. Alt and Tab Simulation,Med.
3238,3238. Find the Number of Winning Players,Easy
3239,3239. Minimum Number of Flips to Make Binary Grid Palindromic I,Med.
3240,3240. Minimum Number of Flips to Make Binary Grid Palindromic II,Med.
3241,3241. Time Taken to Mark All Nodes,Hard
3242,3242. Design Neighbor Sum Service,Easy
3243,3243. Shortest Distance After Road Addition Queries I,Med.
3244,3244. Shortest Distance After Road Addition Queries II,Hard
3245,3245. Alternating Groups III,Hard
3246,3246. Premier League Table Ranking,Easy
3247,3247. Number of Subsequences with Odd Sum,Med.
3248,3248. Snake in Matrix,Easy
3249,3249. Count the Number of Good Nodes,Med.
3250,3250. Find the Count of Monotonic Pairs I,Hard
3251,3251. Find the Count of Monotonic Pairs II,Hard
3252,3252. Premier League Table Ranking II,Med.
3253,3253. Construct String with Minimum Cost (Easy),Med.
3254,3254. Find the Power of K-Size Subarrays I,Med.
3255,3255. Find the Power of K-Size Subarrays II,Med.
3256,3256. Maximum Value Sum by Placing Three Rooks I,Hard
3257,3257. Maximum Value Sum by Placing Three Rooks II,Hard
3258,3258. Count Substrings That Satisfy K-Constraint I,Easy
3259,3259. Maximum Energy Boost From Two Drinks,Med.
3260,3260. Find the Largest Palindrome Divisible by K,Hard
3261,3261. Count Substrings That Satisfy K-Constraint II,Hard
3262,3262. Find Overlapping Shifts,Med.
3263,3263. Convert Doubly Linked List to Array I,Easy
3264,3264. Final Array State After K Multiplication Operations I,Easy
3265,3265. Count Almost Equal Pairs I,Med.
3266,3266. Final Array State After K Multiplication Operations II,Hard
3267,3267. Count Almost Equal Pairs II,Hard
3268,3268. Find Overlapping Shifts II,Hard
3269,3269. Constructing Two Increasing Arrays,Hard
3270,3270. Find the Key of the Numbers,Easy
3271,3271. Hash Divided String,Med.
3272,3272. Find the Count of Good Integers,Hard
3273,3273. Minimum Amount of Damage Dealt to Bob,Hard
3274,3274. Check if Two Chessboard Squares Have the Same Color,Easy
3275,3275. K-th Nearest Obstacle Queries,Med.
3276,3276. Select Cells in Grid With Maximum Score,Hard
3277,3277. Maximum XOR Score Subarray Queries,Hard
3278,3278. Find Candidates for Data Scientist Position II,Med.
3279,3279. Maximum Total Area Occupied by Pistons,Hard
3280,3280. Convert Date to Binary,Easy
3281,3281. Maximize Score of Numbers in Ranges,Med.
3282,3282. Reach End of Array With Max Score,Med.
3283,3283. Maximum Number of Moves to Kill All Pawns,Hard
3284,3284. Sum of Consecutive Subarrays,Med.
3285,3285. Find Indices of Stable Mountains,Easy
3286,3286. Find a Safe Walk Through a Grid,Med.
3287,3287. Find the Maximum Sequence Value of Array,Hard
3288,3288. Length of the Longest Increasing Path,Hard
3289,3289. The Two Sneaky Numbers of Digitville,Easy
3290,3290. Maximum Multiplication Score,Med.
3291,3291. Minimum Number of Valid Strings to Form Target I,Med.
3292,3292. Minimum Number of Valid Strings to Form Target II,Hard
3293,3293. Calculate Product Final Price,Med.
3294,3294. Convert Doubly Linked List to Array II,Med.
3295,3295. Report Spam Message,Med.
3296,3296. Minimum Number of Seconds to Make Mountain Height Zero,Med.
3297,3297. Count Substrings That Can Be Rearranged to Contain a String I,Med.
3298,3298. Count Substrings That Can Be Rearranged to Contain a String II,Hard
3299,3299. Sum of Consecutive Subsequences,Hard
3300,3300. Minimum Element After Replacement With Digit Sum,Easy
3301,3301. Maximize the Total Height of Unique Towers,Med.
3302,3302. Find the Lexicographically Smallest Valid Sequence,Med.
3303,3303. Find the Occurrence of First Almost Equal Substring,Hard
3304,3304. Find the K-th Character in String Game I,Easy
3304,3304. Find the K-th Character in String Game I,Easy
3305,3305. Count of Substrings Containing Every Vowel and K Consonants I,Med.
3306,3306. Count of Substrings Containing Every Vowel and K Consonants II,Med.
3307,3307. Find the K-th Character in String Game II,Hard
3308,3308. Find Top Performing Driver,Med.
3309,3309. Maximum Possible Number by Binary Concatenation,Med.
3310,3310. Remove Methods From Project,Med.
3311,3311. Construct 2D Grid Matching Graph Layout,Hard
3312,3312. Sorted GCD Pair Queries,Hard
3313,3313. Find the Last Marked Nodes in Tree,Hard
3314,3314. Construct the Minimum Bitwise Array I,Easy
3315,3315. Construct the Minimum Bitwise Array II,Med.
3316,3316. Find Maximum Removals From Source String,Med.
3317,3317. Find the Number of Possible Ways for an Event,Hard
3318,3318. Find X-Sum of All K-Long Subarrays I,Easy
3319,3319. K-th Largest Perfect Subtree Size in Binary Tree,Med.
3320,3320. Count The Number of Winning Sequences,Hard
3321,3321. Find X-Sum of All K-Long Subarrays II,Hard
3322,3322. Premier League Table Ranking III,Med.
3323,3323. Minimize Connected Groups by Inserting Interval,Med.
3324,3324. Find the Sequence of Strings Appeared on the Screen,Med.
3325,3325. Count Substrings With K-Frequency Characters I,Med.
3326,3326. Minimum Division Operations to Make Array Non Decreasing,Med.
3327,3327. Check if DFS Strings Are Palindromes,Hard
3328,3328. Find Cities in Each State II,Med.
3329,3329. Count Substrings With K-Frequency Characters II,Hard
3330,3330. Find the Original Typed String I,Easy
3331,3331. Find Subtree Sizes After Changes,Med.
3332,3332. Maximum Points Tourist Can Earn,Med.
3333,3333. Find the Original Typed String II,Hard
3334,3334. Find the Maximum Factor Score of Array,Med.
3335,3335. Total Characters in String After Transformations I,Med.
3336,3336. Find the Number of Subsequences With Equal GCD,Hard
3337,3337. Total Characters in String After Transformations II,Hard
3338,3338. Second Highest Salary II,Med.
3339,3339. Find the Number of K-Even Arrays,Med.
3340,3340. Check Balanced String,Easy
3341,3341. Find Minimum Time to Reach Last Room I,Med.
3342,3342. Find Minimum Time to Reach Last Room II,Med.
3343,3343. Count Number of Balanced Permutations,Hard
3344,3344. Maximum Sized Array,Med.
3345,3345. Smallest Divisible Digit Product I,Easy
3346,3346. Maximum Frequency of an Element After Performing Operations I,Med.
3347,3347. Maximum Frequency of an Element After Performing Operations II,Hard
3348,3348. Smallest Divisible Digit Product II,Hard
3349,3349. Adjacent Increasing Subarrays Detection I,Easy
3350,3350. Adjacent Increasing Subarrays Detection II,Med.
3351,3351. Sum of Good Subsequences,Hard
3352,3352. Count K-Reducible Numbers Less Than N,Hard
3353,3353. Minimum Total Operations,Easy
3354,3354. Make Array Elements Equal to Zero,Easy
3355,3355. Zero Array Transformation I,Med.
3356,3356. Zero Array Transformation II,Med.
3357,3357. Minimize the Maximum Adjacent Element Difference,Hard
3358,3358. Books with NULL Ratings,Easy
3359,3359. Find Sorted Submatrices With Maximum Element at Most K,Hard
3360,3360. Stone Removal Game,Easy
3361,3361. Shift Distance Between Two Strings,Med.
3362,3362. Zero Array Transformation III,Med.
3363,3363. Find the Maximum Number of Fruits Collected,Hard
3364,3364. Minimum Positive Sum Subarray,Easy
3365,3365. Rearrange K Substrings to Form Target String,Med.
3366,3366. Minimum Array Sum,Med.
3367,3367. Maximize Sum of Weights after Edge Removals,Hard
3368,3368. First Letter Capitalization,Hard
3369,3369. Design an Array Statistics Tracker,Hard
3370,3370. Smallest Number With All Set Bits,Easy
3371,3371. Identify the Largest Outlier in an Array,Med.
3372,3372. Maximize the Number of Target Nodes After Connecting Trees I,Med.
3373,3373. Maximize the Number of Target Nodes After Connecting Trees II,Hard
3374,3374. First Letter Capitalization II,Hard
3375,3375. Minimum Operations to Make Array Values Equal to K,Easy
3376,3376. Minimum Time to Break Locks I,Med.
3377,3377. Digit Operations to Make Two Integers Equal,Med.
3378,3378. Count Connected Components in LCM Graph,Hard
3379,3379. Transformed Array,Easy
3380,3380. Maximum Area Rectangle With Point Constraints I,Med.
3381,3381. Maximum Subarray Sum With Length Divisible by K,Med.
3382,3382. Maximum Area Rectangle With Point Constraints II,Hard
3383,3383. Minimum Runes to Add to Cast Spell,Hard
3384,3384. Team Dominance by Pass Success,Hard
3385,3385. Minimum Time to Break Locks II,Hard
3386,3386. Button with Longest Push Time,Easy
3387,3387. Maximize Amount After Two Days of Conversions,Med.
3388,3388. Count Beautiful Splits in an Array,Med.
3389,3389. Minimum Operations to Make Character Frequencies Equal,Hard
3390,3390. Longest Team Pass Streak,Hard
3391,3391. Design a 3D Binary Matrix with Efficient Layer Tracking,Med.
3392,3392. Count Subarrays of Length Three With a Condition,Easy
3393,3393. Count Paths With the Given XOR Value,Med.
3394,3394. Check if Grid can be Cut into Sections,Med.
3395,3395. Subsequences with a Unique Middle Mode I,Hard
3396,3396. Minimum Number of Operations to Make Elements in Array Distinct,Easy
3397,3397. Maximum Number of Distinct Elements After Operations,Med.
3398,3398. Smallest Substring With Identical Characters I,Hard
3399,3399. Smallest Substring With Identical Characters II,Hard
3400,3400. Maximum Number of Matching Indices After Right Shifts,Med.
3401,3401. Find Circular Gift Exchange Chains,Hard
3402,3402. Minimum Operations to Make Columns Strictly Increasing,Easy
3403,3403. Find the Lexicographically Largest String From the Box I,Med.
3404,3404. Count Special Subsequences,Med.
3405,3405. Count the Number of Arrays with K Matching Adjacent Elements,Hard
3406,3406. Find the Lexicographically Largest String From the Box II,Hard
3407,3407. Substring Matching Pattern,Easy
3408,3408. Design Task Manager,Med.
3409,3409. Longest Subsequence With Decreasing Adjacent Difference,Med.
3410,3410. Maximize Subarray Sum After Removing All Occurrences of One Element,Hard
3411,3411. Maximum Subarray With Equal Products,Easy
3412,3412. Find Mirror Score of a String,Med.
3413,3413. Maximum Coins From K Consecutive Bags,Med.
3414,3414. Maximum Score of Non-overlapping Intervals,Hard
3415,3415. Find Products with Three Consecutive Digits,Easy
3416,3416. Subsequences with a Unique Middle Mode II,Hard
3417,3417. Zigzag Grid Traversal With Skip,Easy
3418,3418. Maximum Amount of Money Robot Can Earn,Med.
3419,3419. Minimize the Maximum Edge Weight of Graph,Med.
3420,3420. Count Non-Decreasing Subarrays After K Operations,Hard
3421,3421. Find Students Who Improved,Med.
3422,3422. Minimum Operations to Make Subarray Elements Equal,Med.
3423,3423. Maximum Difference Between Adjacent Elements in a Circular Array,Easy
3424,3424. Minimum Cost to Make Arrays Identical,Med.
3425,3425. Longest Special Path,Hard
3426,3426. Manhattan Distances of All Arrangements of Pieces,Hard
3427,3427. Sum of Variable Length Subarrays,Easy
3428,3428. Maximum and Minimum Sums of at Most Size K Subsequences,Med.
3429,3429. Paint House IV,Med.
3430,3430. Maximum and Minimum Sums of at Most Size K Subarrays,Hard
3431,3431. Minimum Unlocked Indices to Sort Nums,Med.
3432,3432. Count Partitions with Even Sum Difference,Easy
3433,3433. Count Mentions Per User,Med.
3434,3434. Maximum Frequency After Subarray Operation,Med.
3435,3435. Frequencies of Shortest Supersequences,Hard
3436,3436. Find Valid Emails,Easy
3437,3437. Permutations III,Med.
3438,3438. Find Valid Pair of Adjacent Digits in String,Easy
3439,3439. Reschedule Meetings for Maximum Free Time I,Med.
3440,3440. Reschedule Meetings for Maximum Free Time II,Med.
3441,3441. Minimum Cost Good Caption,Hard
3442,3442. Maximum Difference Between Even and Odd Frequency I,Easy
3443,3443. Maximum Manhattan Distance After K Changes,Med.
3444,3444. Minimum Increments for Target Multiples in an Array,Hard
3445,3445. Maximum Difference Between Even and Odd Frequency II,Hard
3446,3446. Sort Matrix by Diagonals,Med.
3447,3447. Assign Elements to Groups with Constraints,Med.
3448,3448. Count Substrings Divisible By Last Digit,Hard
3449,3449. Maximize the Minimum Game Score,Hard
3450,3450. Maximum Students on a Single Bench,Easy
3451,3451. Find Invalid IP Addresses,Hard
3452,3452. Sum of Good Numbers,Easy
3453,3453. Separate Squares I,Med.
3454,3454. Separate Squares II,Hard
3455,3455. Shortest Matching Substring,Hard
3456,3456. Find Special Substring of Length K,Easy
3457,3457. Eat Pizzas!,Med.
3458,3458. Select K Disjoint Special Substrings,Med.
3459,3459. Length of Longest V-Shaped Diagonal Segment,Hard
3460,3460. Longest Common Prefix After at Most One Removal,Med.
3461,3461. Check If Digits Are Equal in String After Operations I,Easy
3462,3462. Maximum Sum With at Most K Elements,Med.
3463,3463. Check If Digits Are Equal in String After Operations II,Hard
3464,3464. Maximize the Distance Between Points on a Square,Hard
3465,3465. Find Products with Valid Serial Numbers,Easy
3466,3466. Maximum Coin Collection,Med.
3467,3467. Transform Array by Parity,Easy
3468,3468. Find the Number of Copy Arrays,Med.
3469,3469. Find Minimum Cost to Remove Array Elements,Med.
3470,3470. Permutations IV,Hard
3471,3471. Find the Largest Almost Missing Integer,Easy
3472,3472. Longest Palindromic Subsequence After at Most K Operations,Med.
3473,3473. Sum of K Subarrays With Length at Least M,Med.
3474,3474. Lexicographically Smallest Generated String,Hard
3475,3475. DNA Pattern Recognition,Med.
3476,3476. Maximize Profit from Task Assignment,Med.
3477,3477. Fruits Into Baskets II,Easy
3478,3478. Choose K Elements With Maximum Sum,Med.
3479,3479. Fruits Into Baskets III,Med.
3480,3480. Maximize Subarrays After Removing One Conflicting Pair,Hard
3481,3481. Apply Substitutions,Med.
3482,3482. Analyze Organization Hierarchy,Hard
3483,3483. Unique 3-Digit Even Numbers,Easy
3484,3484. Design Spreadsheet,Med.
3485,3485. Longest Common Prefix of K Strings After Removal,Hard
3486,3486. Longest Special Path II,Hard
3487,3487. Maximum Unique Subarray Sum After Deletion,Easy
3488,3488. Closest Equal Element Queries,Med.
3489,3489. Zero Array Transformation IV,Med.
3490,3490. Count Beautiful Numbers,Hard
3491,3491. Phone Number Prefix,Easy
3492,3492. Maximum Containers on a Ship,Easy
3493,3493. Properties Graph,Med.
3494,3494. Find the Minimum Amount of Time to Brew Potions,Med.
3495,3495. Minimum Operations to Make Array Elements Zero,Hard
3496,3496. Maximize Score After Pair Deletions,Med.
3497,3497. Analyze Subscription Conversion,Med.
3498,3498. Reverse Degree of a String,Easy
3499,3499. Maximize Active Section with Trade I,Med.
3500,3500. Minimum Cost to Divide Array Into Subarrays,Hard
3501,3501. Maximize Active Section with Trade II,Hard
3502,3502. Minimum Cost to Reach Every Position,Easy
3503,3503. Longest Palindrome After Substring Concatenation I,Med.
3504,3504. Longest Palindrome After Substring Concatenation II,Hard
3505,3505. Minimum Operations to Make Elements Within K Subarrays Equal,Hard
3506,3506. Find Time Required to Eliminate Bacterial Strains,Hard
3507,3507. Minimum Pair Removal to Sort Array I,Easy
3508,3508. Implement Router,Med.
3509,3509. Maximum Product of Subsequences With an Alternating Sum Equal to K,Hard
3510,3510. Minimum Pair Removal to Sort Array II,Hard
3511,3511. Make a Positive Array,Med.
3512,3512. Minimum Operations to Make Array Sum Divisible by K,Easy
3513,3513. Number of Unique XOR Triplets I,Med.
3514,3514. Number of Unique XOR Triplets II,Med.
3515,3515. Shortest Path in a Weighted Tree,Hard
3516,3516. Find Closest Person,Easy
3517,3517. Smallest Palindromic Rearrangement I,Med.
3518,3518. Smallest Palindromic Rearrangement II,Hard
3519,3519. Count Numbers with Non-Decreasing Digits,Hard
3520,3520. Minimum Threshold for Inversion Pairs Count,Med.
3521,3521. Find Product Recommendation Pairs,Med.
3522,3522. Calculate Score After Performing Instructions,Med.
3523,3523. Make Array Non-decreasing,Med.
3524,3524. Find X Value of Array I,Med.
3525,3525. Find X Value of Array II,Hard
3526,3526. Range XOR Queries with Subarray Reversals,Hard
3527,3527. Find the Most Common Response,Med.
3528,3528. Unit Conversion I,Med.
3529,3529. Count Cells in Overlapping Horizontal and Vertical Substrings,Med.
3530,3530. Maximum Profit from Valid Topological Order in DAG,Hard
3531,3531. Count Covered Buildings,Med.
3532,3532. Path Existence Queries in a Graph I,Med.
3533,3533. Concatenated Divisibility,Hard
3534,3534. Path Existence Queries in a Graph II,Hard
3535,3535. Unit Conversion II,Med.
3536,3536. Maximum Product of Two Digits,Easy
3537,3537. Fill a Special Grid,Med.
3538,3538. Merge Operations for Minimum Travel Time,Hard
3539,3539. Find Sum of Array Product of Magical Sequences,Hard
3540,3540. Minimum Time to Visit All Houses,Med.
3541,3541. Find Most Frequent Vowel and Consonant,Easy
3542,3542. Minimum Operations to Convert All Elements to Zero,Med.
3543,3543. Maximum Weighted K-Edge Path,Med.
3544,3544. Subtree Inversion Sum,Hard
3545,3545. Minimum Deletions for At Most K Distinct Characters,Easy
3546,3546. Equal Sum Grid Partition I,Med.
3547,3547. Maximum Sum of Edge Values in a Graph,Hard
3548,3548. Equal Sum Grid Partition II,Hard
3549,3549. Multiply Two Polynomials,Hard
3550,3550. Smallest Index With Digit Sum Equal to Index,Easy
3551,3551. Minimum Swaps to Sort by Digit Sum,Med.
3552,3552. Grid Teleportation Traversal,Med.
3553,3553. Minimum Weighted Subgraph With the Required Paths II,Hard
3554,3554. Find Category Recommendation Pairs,Hard
3555,3555. Smallest Subarray to Sort in Every Sliding Window,Med.
3556,3556. Sum of Largest Prime Substrings,Med.
3557,3557. Find Maximum Number of Non Intersecting Substrings,Med.
3558,3558. Number of Ways to Assign Edge Weights I,Med.
3559,3559. Number of Ways to Assign Edge Weights II,Hard
3560,3560. Find Minimum Log Transportation Cost,Easy
3561,3561. Resulting String After Adjacent Removals,Med.
3562,3562. Maximum Profit from Trading Stocks with Discounts,Hard
3563,3563. Lexicographically Smallest String After Adjacent Removals,Hard
3564,3564. Seasonal Sales Analysis,Med.
3565,3565. Sequential Grid Path Cover,Med.
3566,3566. Partition Array into Two Equal Product Subsets,Med.
3567,3567. Minimum Absolute Difference in Sliding Submatrix,Med.
3568,3568. Minimum Moves to Clean the Classroom,Med.
3569,3569. Maximize Count of Distinct Primes After Split,Hard
3570,3570. Find Books with No Available Copies,Easy
3571,3571. Find the Shortest Superstring II,Easy
3572,3572. Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,Med.
3573,3573. Best Time to Buy and Sell Stock V,Med.
3574,3574. Maximize Subarray GCD Score,Hard
3575,3575. Maximum Good Subtree Score,Hard
3576,3576. Transform Array to All Equal Elements,Med.
3577,3577. Count the Number of Computer Unlocking Permutations,Med.
3578,3578. Count Partitions With Max-Min Difference at Most K,Med.
3579,3579. Minimum Steps to Convert String with Operations,Hard
3580,3580. Find Consistently Improving Employees,Med.
3581,3581. Count Odd Letters from Number,Easy
3582,3582. Generate Tag for Video Caption,Easy
3583,3583. Count Special Triplets,Med.
3584,3584. Maximum Product of First and Last Elements of a Subsequence,Med.
3585,3585. Find Weighted Median Node in Tree,Hard
3586,3586. Find COVID Recovery Patients,Med.
3587,3587. Minimum Adjacent Swaps to Alternate Parity,Med.
3588,3588. Find Maximum Area of a Triangle,Med.
3589,3589. Count Prime-Gap Balanced Subarrays,Med.
3590,3590. Kth Smallest Path XOR Sum,Hard
3591,3591. Check if Any Element Has Prime Frequency,Easy
3592,3592. Inverse Coin Change,Med.
3593,3593. Minimum Increments to Equalize Leaf Paths,Med.
3594,3594. Minimum Time to Transport All Individuals,Hard
3595,3595. Once Twice,Med.
3596,3596. Minimum Cost Path with Alternating Directions I,Med.
3597,3597. Partition String,Med.
3598,3598. Longest Common Prefix Between Adjacent Strings After Removals,Med.
